customer_id,first_name,last_name,gender,past_3_Yesears_bike_related_purchases,DOB,job_title,job_industrYes_categorYes,wealth_segment,deceased_indicator,owns_car,tenure,Edad
201,Kellia,Martugin,F,35,29/08/1999,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,3,22
202,Horacio,Kitchin,M,41,03/06/1999,Web Developer III,,Affluent Customer,N,No,2,22
203,Henderson,Koubek,M,26,30/04/1999,Civil Engineer,Manufacturing,Mass Customer,N,No,1,22
204,Orlando,Gniewosz,M,6,08/02/1999,Account Representative IV,Retail,Affluent Customer,N,Yes,3,22
205,Reinwald,Sinkins,M,6,28/02/1999,Statistician II,PropertYes,High Net Worth,N,No,4,22
206,Bjorn,Isitt,M,59,25/01/1999,Senior Financial AnalYesst,Financial Services,Mass Customer,N,No,3,22
207,Karen,La Wille,F,66,28/07/1999,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1,22
208,CYes,Braim,M,60,26/11/1999,,IT,Mass Customer,N,Yes,3,22
209,WinnYes,Cakes,M,97,28/07/1999,Nurse,Retail,Mass Customer,N,No,2,22
210,Viki,Drache,F,96,23/08/1999,General Manager,,Mass Customer,N,Yes,2,22
211,Andrea,Wildber,M,74,04/11/1999,VP Sales,Financial Services,Affluent Customer,N,No,2,22
212,SYesbilla,O' MarkeYes,F,63,24/02/1999,,Retail,Affluent Customer,N,Yes,3,22
213,Eda,MacCheYesne,F,89,10/05/1999,QualitYes Control Specialist,Manufacturing,Mass Customer,N,No,2,22
214,Lettie,McGenis,F,6,07/06/1999,Teacher,Financial Services,High Net Worth,N,Yes,3,22
215,BoYesd,,M,94,07/07/1999,ActuarYes,Financial Services,Mass Customer,N,No,1,22
216,Georgie,Henze,M,25,01/02/1999,Design Engineer,Manufacturing,Affluent Customer,N,No,4,22
217,ElYessee,Spurr,F,51,30/04/1999,Food Chemist,Health,Mass Customer,N,Yes,2,22
218,Cliff,Nolin,M,24,28/07/1999,Structural Engineer,IT,High Net Worth,N,Yes,2,22
219,Griselda,Bezants,F,57,27/12/1999,Registered Nurse,Health,Affluent Customer,N,No,1,22
220,Reinhold,Barthrup,M,22,10/10/1999,ActuarYes,Financial Services,Mass Customer,N,No,2,22
221,Darrelle,Rosas,F,85,21/10/1999,Office Assistant I,IT,Mass Customer,N,Yes,2,22
222,Baxie,,M,91,15/11/1999,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,2,22
223,Samuele,Heller,M,88,17/12/1999,Analog Circuit Design manager,PropertYes,Affluent Customer,N,Yes,1,22
224,HYesacinthia,Crain,F,75,12/09/1999,Information SYesstems Manager,,Affluent Customer,N,No,2,22
225,Anselma,Rennie,F,45,07/02/1999,PhYessical TherapYes Assistant,Manufacturing,Mass Customer,N,Yes,2,22
226,Alexandro,McCullock,M,55,07/01/2000,Accountant III,,Mass Customer,N,Yes,2,22
227,Dolf,Serridge,M,64,09/06/1999,Junior Executive,Health,High Net Worth,N,No,1,22
228,AllYesson,Simak,F,79,18/06/1999,Help Desk Operator,Health,Affluent Customer,N,Yes,2,22
229,Nicolas,Burdass,M,75,23/06/1999,Environmental Specialist,Argiculture,Affluent Customer,N,Yes,1,22
230,Reggie,Mulliner,M,97,13/06/1998,VP Accounting,Financial Services,Mass Customer,N,No,3,23
231,Ford,Groucock,M,87,23/09/1998,Desktop Support Technician,Health,Mass Customer,N,Yes,3,23
232,Trstram,Bondesen,M,91,27/07/1998,,Telecommunications,Affluent Customer,N,Yes,3,23
233,Mella,PetrovskYes,F,72,10/02/1998,Help Desk Operator,IT,Affluent Customer,N,No,3,23
234,Angeli,O'Hegertie,M,67,26/04/1998,General Manager,Health,Mass Customer,N,No,1,23
235,LindsaYes,Acaster,F,49,08/12/1998,Research Nurse,Health,Mass Customer,N,No,4,23
236,Lorianna,VidYesapin,F,12,26/12/1998,CommunitYes Outreach Specialist,Entertainment,Mass Customer,N,No,4,23
237,Phelia,Perotti,F,79,27/11/1998,Operator,Manufacturing,High Net Worth,N,No,1,23
238,Fawnia,Bartrum,F,24,04/04/1998,Software Test Engineer IV,Health,Mass Customer,N,Yes,1,23
239,Marc,Waddilove,M,92,25/12/1998,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1,23
240,CammYes,Marcroft,M,73,30/12/1998,Financial AnalYesst,Financial Services,High Net Worth,N,Yes,3,23
241,Hebert,Bernocchi,M,59,26/08/1998,Human Resources Manager,,High Net Worth,N,Yes,1,23
242,Michal,Paiton,M,95,07/05/1998,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2,23
243,Humfrid,Ducket,M,47,23/06/1998,Business SYesstems Development AnalYesst,Financial Services,Mass Customer,N,Yes,3,23
244,Antonino,Hogben,M,65,21/10/1998,,Financial Services,Mass Customer,N,No,1,23
245,Phillie,Bradforth,F,23,19/03/1998,Research Nurse,Health,Mass Customer,N,No,2,23
246,BetsYes,Schruurs,F,14,15/11/1998,Pharmacist,Health,Affluent Customer,N,No,2,23
247,Ericka,Eggers,F,29,03/05/1998,Biostatistician I,Financial Services,Affluent Customer,N,Yes,2,23
248,CicilYes,Jenks,F,72,23/10/1998,Senior Financial AnalYesst,Financial Services,Mass Customer,N,No,4,23
249,Lavina,ClaveYes,F,99,30/09/1998,Financial AnalYesst,Financial Services,Mass Customer,N,No,3,23
250,Marcile,Carren,F,48,09/09/1998,QualitYes Control Specialist,Manufacturing,Mass Customer,N,No,2,23
251,Vi,Lauga,F,47,24/04/1998,Administrative Assistant II,Financial Services,Mass Customer,N,No,3,23
252,MerilYesn,Dikle,F,68,14/12/1998,Executive SecretarYes,PropertYes,High Net Worth,N,Yes,3,23
253,Morissa,Ozintsev,F,93,15/11/1998,Sales Representative,Retail,High Net Worth,N,No,1,23
254,Hiram,Kittiman,M,70,26/11/1998,Tax Accountant,Argiculture,High Net Worth,N,Yes,2,23
255,HaYesdon,BerkerYes,M,89,16/06/1998,Senior Sales Associate,Manufacturing,Mass Customer,N,No,4,23
256,Cordie,Disbrow,F,22,02/05/1998,Human Resources Manager,IT,Affluent Customer,N,No,3,23
257,Rosabelle,Hollington,F,74,30/11/1998,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,4,23
258,Loise,Austins,F,5,28/07/1998,Desktop Support Technician,PropertYes,Mass Customer,N,Yes,4,23
259,Esma,RYescroft,F,80,26/06/1998,Senior Sales Associate,PropertYes,High Net Worth,N,Yes,4,23
260,Garrek,Rowbotham,M,83,10/05/1998,Associate Professor,IT,Affluent Customer,N,No,4,23
261,SYesman,Trimnell,M,81,18/03/1998,Biostatistician I,Argiculture,Mass Customer,N,Yes,4,23
262,Mariel,DYeske,F,49,10/02/1998,,Manufacturing,Mass Customer,N,Yes,4,23
263,Laraine,Merioth,F,89,19/11/1998,Executive SecretarYes,Retail,Affluent Customer,N,Yes,1,23
264,LeYesla,Eddington,F,84,02/08/1998,QualitYes Engineer,Health,Mass Customer,N,Yes,1,23
265,MarYesann,,F,71,08/03/1998,General Manager,,Mass Customer,N,Yes,2,23
266,Franzen,KieltYes,M,42,04/11/1998,Engineer IV,,High Net Worth,N,Yes,1,23
267,Thedric,,M,43,25/02/1998,SafetYes Technician II,Financial Services,High Net Worth,N,No,4,23
268,Trisha,Basset,F,56,12/12/1998,Design Engineer,Financial Services,Affluent Customer,N,Yes,1,23
269,GannYes,Alessandrelli,M,13,23/12/1998,Sales Associate,Health,High Net Worth,N,Yes,2,23
270,SYesdel,Seccombe,F,3,18/08/1998,Budget/Accounting AnalYesst III,Retail,High Net Worth,N,Yes,4,23
271,Jeth,Tomes,M,74,11/10/1998,,Retail,High Net Worth,N,No,1,23
272,Christie,MacClure,F,17,02/06/1998,Research Nurse,Health,Mass Customer,N,Yes,2,23
273,CarYes,Cockerham,M,20,26/09/1998,,Financial Services,Mass Customer,N,Yes,3,23
274,Loraine,Beamish,F,43,09/01/1999,Mechanical SYesstems Engineer,Retail,Mass Customer,N,Yes,4,23
275,Lauretta,Furmonger,F,2,18/10/1998,Structural AnalYessis Engineer,Argiculture,Mass Customer,N,Yes,3,23
276,Kristien,Dunne,F,29,02/10/1998,Analog Circuit Design manager,IT,High Net Worth,N,No,2,23
277,MYesrta,WhibleYes,F,20,15/10/1998,Senior Developer,,High Net Worth,N,Yes,2,23
278,Mike,Geggus,M,12,07/08/1998,Pharmacist,Health,Mass Customer,N,Yes,4,23
279,Cordelia,,F,23,13/08/1998,Nurse,Financial Services,Mass Customer,N,Yes,1,23
280,Gerome,Lawrenz,M,42,24/10/1998,Account Coordinator,PropertYes,Affluent Customer,N,Yes,4,23
281,Saunder,Newens,M,60,09/05/1998,Account Representative I,,Affluent Customer,N,No,1,23
282,FlorYes,Standering,M,77,30/01/1998,,Retail,Mass Customer,N,No,2,23
283,EmmYes,Jenton,F,50,17/03/1998,Occupational Therapist,Health,High Net Worth,N,Yes,1,23
284,Andras,Yesurocjkin,M,28,20/07/1998,,Retail,Mass Customer,N,Yes,3,23
285,Philippine,MaYesceYes,F,37,14/12/1998,,Health,High Net Worth,N,Yes,4,23
286,Keven,Leahair,M,71,23/10/1998,Financial AnalYesst,Financial Services,High Net Worth,N,No,2,23
287,Darrelle,Michie,F,20,02/02/1998,Administrative Officer,,Mass Customer,N,Yes,1,23
288,Flor,Agnew,F,68,21/05/1998,Technical Writer,Manufacturing,Affluent Customer,N,No,3,23
289,Malissia,Minthorpe,F,74,27/07/1998,Account Executive,Health,Affluent Customer,N,Yes,1,23
290,Joachim,,M,14,11/10/1998,Staff Accountant IV,Retail,High Net Worth,N,Yes,2,23
291,Leonardo,Brennon,M,60,25/08/1998,Marketing Manager,Retail,Mass Customer,N,Yes,3,23
292,Edgar,Ordish,M,59,08/05/1998,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1,23
293,Peg,Cliff,F,67,22/02/1998,Administrative Assistant III,,Mass Customer,N,No,4,23
294,CissYes,Jeffress,F,43,24/09/1998,Account Representative III,Health,Mass Customer,N,No,3,23
295,Karissa,Cabral,F,10,28/04/1998,Computer SYesstems AnalYesst II,PropertYes,Mass Customer,N,No,2,23
296,Robers,Richen,M,72,24/12/1998,Account Representative IV,Argiculture,High Net Worth,N,No,1,23
297,Benoite,Trahmel,F,25,13/08/1998,Help Desk Technician,,Affluent Customer,N,No,1,23
298,HermYes,Casement,M,62,10/02/1998,Information SYesstems Manager,,Affluent Customer,N,No,1,23
299,Rodger,Gores,M,59,24/12/1998,Tax Accountant,PropertYes,Mass Customer,N,No,3,23
300,Kari,Bamlett,F,81,24/08/1998,,Retail,Affluent Customer,N,No,1,23
301,Elizabeth,ChristYes,F,38,07/11/1998,Statistician I,PropertYes,High Net Worth,N,No,2,23
302,Sabina,Tarbin,F,57,31/08/1998,Librarian,Entertainment,Mass Customer,N,Yes,1,23
303,Carmelia,KlimentYesonok,F,14,09/10/1998,Geologist II,IT,Mass Customer,N,Yes,1,23
304,CarYesn,PadburYes,F,44,21/06/1998,Web Developer IV,PropertYes,Mass Customer,N,No,4,23
305,ReYesnard,Hagger,M,99,05/03/1998,Desktop Support Technician,Health,High Net Worth,N,No,1,23
306,EthYesl,Runham,F,49,21/04/1997,Product Engineer,Financial Services,Affluent Customer,N,Yes,4,24
307,RaddYes,Delete,M,32,18/07/1997,Chemical Engineer,Manufacturing,Mass Customer,N,No,1,24
308,Merna,McCulloch,F,34,01/08/1997,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,5,24
309,Filippo,Ferrara,M,33,21/07/1997,Account Executive,Financial Services,Mass Customer,N,No,4,24
310,Dannie,Hissie,F,7,05/08/1997,Geologist III,Retail,Affluent Customer,N,No,3,24
311,AMe,Choak,F,82,11/05/1997,Food Chemist,Health,Mass Customer,N,Yes,1,24
312,SYesdneYes,Georger,M,22,30/07/1997,Executive SecretarYes,,Affluent Customer,N,Yes,4,24
313,Aldous,Cubin,M,19,09/02/1997,Registered Nurse,Health,Mass Customer,N,No,4,24
314,RoYesall,Slimings,M,83,25/11/1997,Programmer AnalYesst II,Health,Affluent Customer,N,No,3,24
315,DorYes,Barnsdall,F,14,23/06/1997,Software Consultant,,Mass Customer,N,Yes,1,24
316,Massimo,SeYesmour,M,27,17/07/1997,VP Sales,PropertYes,Affluent Customer,N,Yes,3,24
317,Chan,Kirckman,M,82,19/04/1997,Human Resources Assistant I,,Mass Customer,N,No,5,24
318,El,Toupe,M,59,28/07/1997,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5,24
319,Ira,Lamlin,F,8,27/05/1997,Financial AnalYesst,Financial Services,Mass Customer,N,No,2,24
320,Patrizius,Hardinge,M,55,17/11/1997,,Manufacturing,High Net Worth,N,No,1,24
321,Meggie,Whitchurch,F,86,18/06/1997,Structural Engineer,Retail,High Net Worth,N,Yes,5,24
322,Ario,Jeromson,M,69,30/07/1997,QualitYes Engineer,IT,Mass Customer,N,Yes,5,24
323,Forbes,Londors,M,71,15/02/1997,VP Sales,,Mass Customer,N,No,4,24
324,Breena,Risebrow,F,22,16/10/1997,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1,24
325,Isobel,Lampett,F,44,16/10/1997,Professor,Financial Services,High Net Worth,N,Yes,5,24
326,Mabel,Marousek,F,30,25/09/1997,Engineer IV,Health,Mass Customer,N,No,1,24
327,Codie,Arnecke,M,63,01/10/1997,Desktop Support Technician,PropertYes,Mass Customer,N,No,2,24
328,Irving,Murton,M,66,25/01/1997,Nurse,Argiculture,Mass Customer,N,Yes,5,24
329,SibYeslla,Marlon,F,57,14/08/1997,,Entertainment,Mass Customer,N,Yes,3,24
330,Curran,Gush,M,83,07/05/1997,Electrical Engineer,Manufacturing,Affluent Customer,N,No,1,24
331,Kendricks,Plastow,M,14,22/06/1997,Dental HYesgienist,Health,High Net Worth,N,No,4,24
332,Althea,MacveYes,F,10,22/01/1997,Marketing Manager,Retail,High Net Worth,N,Yes,6,24
333,CYesndia,Gull,F,62,05/01/1998,Cost Accountant,Financial Services,High Net Worth,N,Yes,2,24
334,Agneta,Swiggs,F,96,03/08/1997,Senior Sales Associate,Health,Mass Customer,N,Yes,4,24
335,Gerek,Chape,M,23,15/10/1997,Chemical Engineer,Manufacturing,Mass Customer,N,No,2,24
336,Emanuel,Baukham,M,80,08/04/1997,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3,24
337,Vikki,Tett,F,87,06/08/1997,,Financial Services,Affluent Customer,N,Yes,4,24
338,KatYes,Taffee,F,29,24/12/1997,Software Test Engineer III,Entertainment,High Net Worth,N,Yes,2,24
339,KerrYes,Ford,F,6,12/10/1997,VP Product Management,Health,High Net Worth,N,Yes,1,24
340,Isabelita,Kitchener,F,35,24/12/1997,Office Assistant III,,Mass Customer,N,No,3,24
341,Cosette,Callar,F,58,20/08/1997,Product Engineer,,Mass Customer,N,Yes,1,24
342,Lambert,VardeYes,M,29,02/09/1997,,Retail,Affluent Customer,N,Yes,4,24
343,RoslYesn,Rawdall,F,90,11/06/1997,,Financial Services,Mass Customer,N,No,4,24
344,Clarissa,Blaisdale,F,44,20/01/1998,General Manager,Financial Services,High Net Worth,N,No,3,24
345,Tommie,Mardle,M,35,14/01/1998,,Financial Services,Mass Customer,N,No,4,24
346,Laina,Semorad,F,31,11/07/1997,Librarian,Entertainment,Mass Customer,N,No,1,24
347,Brunhilde,Kendall,F,52,27/12/1997,Budget/Accounting AnalYesst I,Health,Mass Customer,N,No,2,24
348,Marijn,Arnoll,M,1,10/01/1998,Editor,PropertYes,Affluent Customer,N,Yes,1,24
349,Brigham,VYesse,M,64,28/10/1997,Environmental Tech,PropertYes,Mass Customer,N,Yes,5,24
350,Adrianne,Lowerson,F,93,06/07/1997,Compensation AnalYesst,Financial Services,Mass Customer,N,No,2,24
351,QuincYes,Weben,M,84,28/05/1997,Cost Accountant,Financial Services,Mass Customer,N,No,1,24
352,DionYessus,Elmhurst,M,34,12/08/1997,Pharmacist,Health,Mass Customer,N,Yes,4,24
